"","day","month","year","venue","ext","date","location","city","country","state","region","lat","lon","n","fixedc","standardc","fixedp","fixedfinal","noplace","fixedfinal2"
"1734","30","Aug","1970","KQED Studios, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/kqed-studios-san-francisco-ca-5bdc8350.html",1970-08-30,"KQED Studios","San Francisco","USA","CA","West",37.7626219,-122.4097436,5,0.000238308451232325,1.10908949908777e-15,0.000238308451237635,8.93820749425158,0.000552457855983336,7.79377116886594
"1735","29","Aug","1970","Thee Club, West Hollywood, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/thee-club-west-hollywood-ca-3bc73cc0.html",1970-08-29,"Thee Club","West Hollywood","USA","CA","West",34.0903721,-118.3846757,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1736","28","Aug","1970","Thee Club, West Hollywood, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/thee-club-west-hollywood-ca-33c73cc1.html",1970-08-28,"Thee Club","West Hollywood","USA","CA","West",34.0903721,-118.3846757,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1737","19","Aug","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-53dc8351.html",1970-08-19,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,26,0.0166815915845251,2.6721348721802e-68,0.0166815915845251,5.33735041149135,0.000789141414141414,7.41827719630868
"1738","18","Aug","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-4bdc8352.html",1970-08-18,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,21,0.124555883831121,1.23238103280858e-56,0.124555883831121,3.63337337459738,0.00589225589225589,5.3011199014969
"1739","17","Aug","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-7bda66d4.html",1970-08-17,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,5,0.0116771141091684,3.73400364319496e-17,0.0116771141091686,5.63965403312452,0.000552399030343068,7.79388330633965
"1740","5","Aug","1970","Community Concourse Theatre, San Diego, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/community-concourse-theatre-san-diego-ca-43dc8353.html",1970-08-05,"Community Concourse Theatre","San Diego","USA","CA","West",32.7173726,-117.1631015,15,0.000351788666068217,1.20645457058347e-49,0.000351788666068217,8.60811251154202,0.000815446127946128,7.38374698739834
"1741","30","Jul","1970","The Matrix, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/the-matrix-san-francisco-ca-53dc835d.html",1970-07-30,"The Matrix","San Francisco","USA","CA","West",37.798699,-122.435696,6,0.00340440644582146,5.25510563913225e-21,0.00340440644582146,6.68432352047519,0.000526094276435872,7.84526318345443
"1742","16","Jul","1970","Euphoria Ballroom, San Rafael, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/euphoria-ballroom-san-rafael-ca-4bdc835e.html",1970-07-16,"Euphoria Ballroom","San Rafael","USA","CA","West",37.973588,-122.5233435,10,0.000658185246192149,8.30827175318388e-25,0.000658185246192149,8.07715326648211,0.00076283673742191,7.45397809013124
"1743","14","Jul","1970","Euphoria Ballroom, San Rafael, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/euphoria-ballroom-san-rafael-ca-43dc835f.html",1970-07-14,"Euphoria Ballroom","San Rafael","USA","CA","West",37.973588,-122.5233435,24,0.00158872300805001,1.06022083693e-57,0.00158872300805001,7.33028338348452,0.00184132996632997,6.52600729029557
"1744","12","Jul","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-53dc8359.html",1970-07-12,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,26,0.0119154225603751,8.5358034700863e-71,0.0119154225603751,5.62253101483393,0.000789141414141414,7.41827719630868
"1745","11","Jul","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-43dc835b.html",1970-07-11,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,19,0.113990875827589,5.10716819019126e-50,0.113990875827589,3.70849781561836,0.00754945286195286,5.04012933252186
"1746","10","Jul","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-33c73cdd.html",1970-07-10,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,17,0.052825040017663,2.15559723889228e-37,0.052825040017663,4.3603846998302,0.00349852693602715,5.85008571246045
"1747","9","Jul","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-2bc73cde.html",1970-07-09,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,12,0.00556053052817505,8.82322700388575e-33,0.00556053052817505,6.26849087784326,0.000368265993265999,8.22086937127054
"1748","8","Jul","1970","Southern Illinois University Edwardsville, Edwardsville, IL, USA","http://www.setlist.fm/setlist/grateful-dead/1970/southern-illinois-university-edwardsville-edwardsville-il-bdf859e.html",1970-07-08,"Southern Illinois University Edwardsville","Edwardsville","USA","IL","Midwest",38.7930978,-89.9979453,21,0.00508391362576005,5.25079009261509e-50,0.00508391362576005,6.34444261085571,0.00589225589225589,5.3011199014969
"1749","4","Jul","1970","McMahon Stadium, Calgary, AB, Canada","http://www.setlist.fm/setlist/grateful-dead/1970/mcmahon-stadium-calgary-ab-canada-6bc7da62.html",1970-07-04,"McMahon Stadium","Calgary","Canada","NA",NA,51.0704555,-114.121497,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1750","1","Jul","1970","Winnipeg Stadium, Winnipeg, MB, Canada","http://www.setlist.fm/setlist/grateful-dead/1970/winnipeg-stadium-winnipeg-mb-canada-63c7da6f.html",1970-07-01,"Winnipeg Stadium","Winnipeg","Canada","NA",NA,49.80786,-97.14305,3,0.000147524343481373,4.41815176079403e-12,0.000147524351397642,9.34467431733735,0.000342562033021875,8.29706236357047
"1751","27","Jun","1970","CNE Stadium, Toronto, ON, Canada","http://www.setlist.fm/setlist/grateful-dead/1970/cne-stadium-toronto-on-canada-6bc7da7a.html",1970-06-27,"CNE Stadium","Toronto","Canada","NA",NA,43.6339565,-79.4000385,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1752","24","Jun","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-5bdc8360.html",1970-06-24,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,17,0.0241485897223602,1.45763919177251e-42,0.0241485897223602,5.02382065781848,0.00349852693602694,5.85008571246051
"1753","24","Jun","1970","Capitol Theatre, Port Chester, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/capitol-theatre-port-chester-ny-53dc8361.html",1970-06-24,"Capitol Theatre","Port Chester","USA","NY","Northeast",41.0014617,-73.665461,15,0.00562861865709148,5.89294904339224e-34,0.00562861865709148,6.25817561163872,0.000815446127950273,7.38374698739298
"1754","21","Jun","1970","Pauley Ballroom, Berkeley, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/pauley-ballroom-berkeley-ca-5bdc836c.html",1970-06-21,"Pauley Ballroom","Berkeley","USA","CA","West",37.8692629,-122.2596849,10,0.000987277869288223,2.77253944447546e-26,0.000987277869288223,7.73349702510602,0.000762836701161744,7.4539781401875
"1755","19","Jun","1970","Mid-South Coliseum, Memphis, TN, USA","http://www.setlist.fm/setlist/grateful-dead/1970/mid-south-coliseum-memphis-tn-53c7db81.html",1970-06-19,"Mid-South Coliseum","Memphis","USA","TN","South",35.1184527,-89.980324,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1756","13","Jun","1970","Civic Auditorium, Honolulu, HI, USA","http://www.setlist.fm/setlist/grateful-dead/1970/civic-auditorium-honolulu-hi-43dc836f.html",1970-06-13,"Civic Auditorium","Honolulu","USA","HI","West",21.3043386,-157.8549125,11,0.00158872300805001,6.6800957074559e-27,0.00158872300805001,7.33028338348452,0.000736531988540552,7.49093200095534
"1757","12","Jun","1970","Civic Auditorium, Honolulu, HI, USA","http://www.setlist.fm/setlist/grateful-dead/1970/civic-auditorium-honolulu-hi-7bc7a25c.html",1970-06-12,"Civic Auditorium","Honolulu","USA","HI","West",21.3043386,-157.8549125,1,0.754992365446445,0.0173624728736894,0.754992365446445,2.10610891630356,0.350014460620972,1
"1758","7","Jun","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-7bda6674.html",1970-06-07,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,18,0.140125369310011,3.44352408026973e-48,0.140125369310011,3.53354511682103,0.00662878787878788,5.17708529328128
"1759","6","Jun","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-6bda6672.html",1970-06-06,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,14,0.0127892202148026,1.06865187642883e-32,0.0127892202148026,5.5625499402093,0.000605008417509914,7.69808309432596
"1760","5","Jun","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-53dc8369.html",1970-06-05,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,17,0.0739550560247282,9.48737920094753e-43,0.0739550560247282,4.07520409648762,0.00349852693602694,5.85008571246051
"1761","4","Jun","1970","Fillmore West, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-west-san-francisco-ca-4bdc836a.html",1970-06-04,"Fillmore West","San Francisco","USA","CA","West",37.783926,-122.433072,22,0.0822958518169907,7.3146284833699e-56,0.0822958518169907,3.98463110708771,0.00389309764309764,5.73755058958675
"1762","24","May","1970","Lower Finney Green Farm, Newcastle-under-Lyme, England","http://www.setlist.fm/setlist/grateful-dead/1970/lower-finney-green-farm-newcastle-under-lyme-england-2bdc809e.html",1970-05-24,"Lower Finney Green Farm","Newcastle-under-Lyme","England","NA",NA,53.0065366,-2.2400608,13,0.000261004494179645,5.53456878252471e-32,0.000261004494179645,8.86110340144346,0.000605008417531468,7.69808309428845
"1763","17","May","1970","Fairfield University, Fairfield, CT, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fairfield-university-fairfield-ct-5bc7db94.html",1970-05-17,"Fairfield University","Fairfield","USA","CT","Northeast",41.1587639,-73.2573625,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1764","16","May","1970","Temple University, Philadelphia, PA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/temple-university-philadelphia-pa-5bc7db90.html",1970-05-16,"Temple University","Philadelphia","USA","PA","Northeast",39.9811932,-75.1553506,8,0.000226960429721431,2.39751414247808e-21,0.000226960429721431,8.97956011410159,0.000526095006640633,7.84526172181275
"1765","15","May","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-23dc809b.html",1970-05-15,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,24,0.0278026526408752,1.11707813359191e-62,0.0278026526408752,4.90439475056877,0.00184132996632997,6.52600729029557
"1766","15","May","1970","Fillmore East, New York, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/fillmore-east-new-york-ny-33dc80a5.html",1970-05-15,"Fillmore East","New York","USA","NY","Northeast",42.4661754,-78.115008,16,0.0274054718888627,1.44580432451425e-43,0.0274054718888627,4.91659007719998,0.00181502525252525,6.54115973905564
"1767","14","May","1970","Merramec Community College, Kirkwood, MO, USA","http://www.setlist.fm/setlist/grateful-dead/1970/merramec-community-college-kirkwood-mo-2bdc80a6.html",1970-05-14,"Merramec Community College","Kirkwood","USA","MO","Midwest",38.5684131,-90.4205056,21,0.00254195681288002,1.14110892954347e-53,0.00254195681288002,6.93192683583154,0.00589225589225589,5.3011199014969
"1768","10","May","1970","Sports Arena, Atlanta, GA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/sports-arena-atlanta-ga-5bc7db9c.html",1970-05-10,"Sports Arena","Atlanta","USA","GA","South",33.7516267,-84.3864553,4,0.000238308451260867,2.8743875057195e-15,0.000238308451270002,8.93820749413646,0.000552406961582237,7.79386818657062
"1769","9","May","1970","Worcester Polytechnic Institute, Worcester, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/worcester-polytechnic-institute-worcester-ma-3dc81cb.html",1970-05-09,"Worcester Polytechnic Institute","Worcester","USA","MA","Northeast",42.2746373,-71.806339,4,0.000238308451481921,1.47811137990117e-14,0.000238308451528896,8.93820749321569,0.000552439984273246,7.79380523588376
"1770","8","May","1970","SUNY Delhi, Delhi, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/suny-delhi-delhi-ny-5bc7db98.html",1970-05-08,"SUNY Delhi","Delhi","USA","NY","Northeast",42.2704551,-74.9241128,4,0.000238308464150455,6.97150366978104e-13,0.000238308466366037,8.93820744044637,0.000554335650087105,7.79019784880975
"1771","7","May","1970","MIT East Campus Courtyard, Cambridge, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/mit-east-campus-courtyard-cambridge-ma-13dc81d5.html",1970-05-07,"MIT East Campus Courtyard","Cambridge","USA","MA","Northeast",42.3603747,-71.0882217,22,0.00167950717993859,3.82327785910599e-53,0.00167950717993859,7.28318456832187,0.00389309764309764,5.73755058958675
"1772","6","May","1970","Kresge Auditorium, M.I.T., Cambridge, MA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/kresge-auditorium-mit-cambridge-ma-bdc81d6.html",1970-05-06,"Kresge Auditorium","Cambridge","USA","MA","Northeast",42.3581353,-71.0950313,10,0.000329092623096074,9.77149402927283e-26,0.000329092623096074,8.66463749145793,0.000762836709060005,7.45397812928414
"1773","3","May","1970","Wesleyan University, Middletown, CT, USA","http://www.setlist.fm/setlist/grateful-dead/1970/wesleyan-university-middletown-ct-13dc81d1.html",1970-05-03,"Wesleyan University","Middletown","USA","CT","Northeast",41.5566104,-72.6569041,9,0.000306396580123931,1.19049593146462e-24,0.000306396580123931,8.725203292272,0.000710227278975095,7.52922992491736
"1774","2","May","1970","Harpur College, Binghamton, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/harpur-college-binghamton-ny-1bdc81dc.html",1970-05-02,"Harpur College","Binghamton","USA","NY","Northeast",42.087826,-75.9693054,23,0.00106671401969072,4.6192162123863e-59,0.00106671401969072,7.66790713976472,0.0024726430976431,6.21556066893248
"1775","1","May","1970","SAC Gym, Alfred State College, Alfred, NY, USA","http://www.setlist.fm/setlist/grateful-dead/1970/sac-gym-alfred-state-college-alfred-ny-1bdc81e0.html",1970-05-01,"SAC Gym","Alfred","USA","NY","Northeast",42.2552377,-77.7946533,13,0.000261004494179645,5.89570203565043e-36,0.000261004494179645,8.86110340144346,0.000605008417508417,7.69808309432857
"1776","26","Apr","1970","York Farm, Poynette, WI, USA","http://www.setlist.fm/setlist/grateful-dead/1970/york-farm-poynette-wi-1bc7d94c.html",1970-04-26,"York Farm","Poynette","USA","WI","Midwest",43.3902644,-89.4028963,1,0.150998473089289,0.00347249457473789,0.150998473089289,3.47020504357806,0.350014460620972,1
"1777","25","Apr","1970","Mammoth Gardens, Denver, CO, USA","http://www.setlist.fm/setlist/grateful-dead/1970/mammoth-gardens-denver-co-13c7d94d.html",1970-04-25,"Mammoth Gardens","Denver","USA","CO","West",39.7405594,-104.9771865,1,0.301996946178578,0.00694498914947578,0.301996946178578,2.88272081860223,0.350014460620972,1
"1778","24","Apr","1970","Mammoth Gardens, Denver, CO, USA","http://www.setlist.fm/setlist/grateful-dead/1970/mammoth-gardens-denver-co-3dc81ef.html",1970-04-24,"Mammoth Gardens","Denver","USA","CO","West",39.7405594,-104.9771865,13,0.00052200898835929,1.89985106476073e-32,0.00052200898835929,8.27361917646764,0.000605008417512371,7.69808309432169
"1779","19","Apr","1970","Family Dog, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/family-dog-san-francisco-ca-bdcad1e.html",1970-04-19,"Family Dog","San Francisco","USA","CA","West",37.7656742,-122.4122413,16,0.012528215720623,1.66388291511954e-49,0.012528215720623,5.58002603518825,0.00181502525252525,6.54115973905564
"1780","18","Apr","1970","Family Dog, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/family-dog-san-francisco-ca-1bdcad18.html",1970-04-18,"Family Dog","San Francisco","USA","CA","West",37.7656742,-122.4122413,15,0.00562861865709148,8.72867847958912e-48,0.00562861865709148,6.25817561163872,0.000815446127946128,7.38374698739834
"1781","17","Apr","1970","Family Dog, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/family-dog-san-francisco-ca-3dcad1b.html",1970-04-17,"Family Dog","San Francisco","USA","CA","West",37.7656742,-122.4122413,14,0.00417607190687432,7.5569893719672e-40,0.00417607190687432,6.51116650154016,0.000605008417508417,7.69808309432857
"1782","15","Apr","1970","Winterland Arena, San Francisco, CA, USA","http://www.setlist.fm/setlist/grateful-dead/1970/winterland-arena-san-francisco-ca-73da6aa9.html",1970-04-15,"Winterland Arena","San Francisco","USA","CA","West",37.785727,-122.4350462,13,0.0156602696507787,1.09588592729325e-31,0.0156602696507787,5.3908983578654,0.000605008417509174,7.69808309432725
